MNXref	KEGG	BiGG	MetaCyc	ModelSEED	Rhea	EC
MNXR106378	R00077			rxn05770		3.1.3.17
MNXR106379	R00080		CATECHOL-OXIDASE-DIMERIZING-RXN	rxn00057	12809|12810|12811|12812	1.1.3.14;1.10.3.1
MNXR106381	R00082			rxn05771		1.7.2.1;1.9.3.1
MNXR106382						1.10.3.2
MNXR106383	R00091		RXN-16679	rxn00067	14701|14702|14703|14704	1.8.1.M1
MNXR106384	R00092			rxn00068	15061|15062|15063|15064|18597|18598|18599|18600|42960|42961|42962|42963|46680|46681|46682|46683	1.16.1.7
MNXR106386	R00097				24472|24473|24474|24475	1.16.1.3
MNXR106387	R00099		COBIIALAMIN-REDUCTASE-RXN		17481|17482|17483|17484	1.16.1.4
MNXR106388	R00100		CYTOCHROME-B5-REDUCTASE-RXN	rxn05772		1.6.2.2
MNXR106389	R00101			rxn05773		1.6.2.6
MNXR106390	R00105		NADH-KINASE-RXN	rxn00078	12260|12261|12262|12263	2.7.1.86
MNXR106391	R00106					1.6.2.4
MNXR106392	R00107				20752|20753|20754|20755	1.16.1.5
MNXR106393	R00108		NADPH--CYTOCHROME-C2-REDUCTASE-RXN	rxn05774		1.6.2.5
MNXR106394	R00109			rxn05775		1.6.2.6
MNXR106396	R00113		NADPH-PEROXIDASE-RXN	rxn00084	15173|15174|15175|15176	1.11.1.2
MNXR106397	R00119		RXN-13973		38599|38600|38601|38602	2.4.99.20
MNXR106398	R00120		GLUTATHIONE-OXIDASE-RXN	rxn00090	24112|24113|24114|24115	1.8.3.3
MNXR106399	R00123		ADP-DEAMINASE-RXN	rxn00093	12741|12742|12743|12744	3.5.4.17;3.5.4.7
MNXR106400	R00124#1					
MNXR106401	R00128		ADENOSINE-TETRAPHOSPHATASE-RXN	rxn00098	24500|24501|24502|24503	3.6.1.14
MNXR106402	R00129		4.2.1.93-RXN	rxn00099	19017|19018|19019|19020	4.2.1.93
MNXR106403	R00134		FORMATE-DEHYDROGENASE-NADP+-RXN	rxn00103	12000|12001|12002|12003	1.2.1.43
MNXR106404	R00135					3.4.11.5
MNXR106405	R00139			rxn00107		2.7.4.6
MNXR106406	R00140			rxn00108		2.7.4.12
MNXR106407	R00141		AMMONIA-KINASE-RXN	rxn14341	11024|11025|11026|11027	2.7.3.8
MNXR106408	R00145			rxn05778		1.4.1.1;1.4.1.10;1.4.1.12;1.4.1.15;1.4.1.19;1.4.1.2;1.4.1.20;1.4.1.3;1.4.1.4;1.4.1.5;1.4.1.7;1.4.1.8;1.4.1.9
MNXR106409	R00146			rxn05779		1.4.1.1;1.4.1.10;1.4.1.12;1.4.1.15;1.4.1.19;1.4.1.2;1.4.1.20;1.4.1.3;1.4.1.4;1.4.1.5;1.4.1.7;1.4.1.8;1.4.1.9
MNXR106411	R00152					3.5.5.-
MNXR106412	R00153			rxn11949		1.18.6.1
MNXR106413	R00157			rxn00118		2.7.4.10
MNXR106414	R00162			rxn05781		2.7.1.13;2.7.11;2.7.11.1;2.7.11.10;2.7.11.11;2.7.11.12;2.7.11.13;2.7.11.17;2.7.11.21;2.7.11.22;2.7.11.24;2.7.11.25;2.7.11.30;2.7.11.8;2.7.11.9;2.7.12.1;2.7.12.2;3.6.3.54
MNXR106415	R00164			rxn05782		3.1.3.16
MNXR106416	R00165			rxn05783		
MNXR106417	R00166			rxn05784		
MNXR106418	R00167					
MNXR106419	R00168			rxn05786		
MNXR106420	R00169			rxn05787		
MNXR106421	R00170			rxn05788		
MNXR106422	R00172			rxn05790		
MNXR106423	R00175		ADENOSYLMETHIONINE-HYDROLASE-RXN	rxn00125	14645|14646|14647|14648	3.3.1.2
MNXR106424	R00180			rxn00129	21932|21933|21934|21935	2.5.1.4
MNXR106426	R00193		S-ADENOSYLHOMOCYSTEINE-DEAMINASE-RXN	rxn00142	20716|20717|20718|20719	3.5.4.28
MNXR106430	R00203		METHYL-GLYOXAL-DEHYDROG-RXN	rxn00149		1.2.1.19;1.2.1.22;1.2.1.23
MNXR106431	R00207		1.2.3.3-RXN	rxn00152|rxn11175	20848|20849|20850|20851	1.2.3.3
MNXR106432	R00210		PYRUVATE-DEHYDROGENASE-NADP+-RXN	rxn00155	17425|17426|17427|17428	1.2.1.51
MNXR106433	R00211		PYRUVATE-OXIDASE-COA-ACETYLATING-RXN	rxn00156	21912|21913|21914|21915	1.2.3.6
MNXR106434	R00213		CARBAMOYL-SERINE-AMMONIA-LYASE-RXN	rxn00158	15445|15446|15447|15448	4.3.1.13
MNXR106435	R00218		4.1.1.78-RXN	rxn00163	17733|17734|17735|17736	4.1.1.78
MNXR106436	R00229		ACETATE--COA-LIGASE-ADP-FORMING-RXN	rxn00172	15081|15082|15083|15084	6.2.1.13
MNXR106437	R00237		CITRAMALYL-COA-LYASE-RXN	rxn00177	22612|22613|22614|22615	4.1.3.25
MNXR106438	R00241		GLUTAMATE-1-KINASE-RXN	rxn00181	17217|17218|17219|17220	2.7.2.13
MNXR106439	R00250		L-GLUTAMATE-OXIDASE-RXN	rxn00185	20728|20729|20730|20731	1.4.3.11
MNXR106440						3.5.1.87
MNXR106441	R00262		METHYLASPARTATE-MUTASE-RXN	rxn00195	12857|12858|12859|12860	5.4.99.1
MNXR106442	R00263					
MNXR106443	R00264		25-DIOXOVALERATE-DEHYDROGENASE-RXN	rxn00196	11296|11297|11298|11299	1.2.1.26;1.2.1.3
MNXR106444	R00265		OXOGLUTARATE-DEHYDROGENASE-NADP+-RXN	rxn00197	21400|21401|21402|21403	1.2.1.52
MNXR106446	R00273		OXALATE-OXIDASE-RXN	rxn00204	21880|21881|21882|21883	1.2.3.4
MNXR106447	R00276			rxn00207		1.2.2.4
MNXR106448	R00279		D-GLUTAMATE-OXIDASE-RXN	rxn00210	10028|10029|10030|10031	1.4.3.15;1.4.3.7
MNXR106449	R00280					1.7.2.1
MNXR106450	R00281					1.6.5.11;1.6.99.3
MNXR106451	R00282					1.6.99.1
MNXR106452	R00283					1.3.7.8
MNXR106453	R00284					1.7.99.1
MNXR106457	R00295					1.8.99.5
MNXR106458	R00296					
MNXR106459	R00297					1.1;1.1.99.6
MNXR106460	R00298					1.1.99.2
MNXR106461	R00300	G1Dx|R_G1Dx		rxn00217	14293|14294|14295|14296	1.1.1.118;1.1.1.121
MNXR106462	R00301			rxn00218		1.1.1.119
MNXR106463	R00302			rxn00219	10552|10553|10554|10555	1.1.3.10
MNXR106464						1.1.5.9
MNXR106465	R00308					3.2.1.39;3.2.1.58
MNXR106466						1.14.14.18
MNXR106467						
MNXR106468						
MNXR106469						
MNXR106470	R00318		3.11.1.2-RXN	rxn00228	16749|16750|16751|16752	3.11.1.2
MNXR106471	R00320		ACETATE-KINASE-PYROPHOSPHATE-RXN	rxn00230	24276|24277|24278|24279	2.7.2.12
MNXR106472	R00322			rxn00232		3.6.1.20
MNXR106473	R00324		ACETYLPYRUVATE-HYDROLASE-RXN	rxn00233	16097|16098|16099|16100	3.7.1.6
MNXR106474	R00325		CITRAMALATE-LYASE-RXN	rxn00234	15545|15546|15547|15548	4.1.3.22
MNXR106475	R00326					1.2.99.6
MNXR106477	R00329			rxn05813		3.6.1.6
MNXR106478	R00331		NUCLEOSIDE-DIP-KIN-RXN	rxn00238	18113|18114|18115|18116	2.7.4.6
MNXR106479	R00333		2.7.4.10-RXN	rxn00240	13749|13750|13751|13752	2.7.4.10
MNXR106480	R00334			rxn05814		2.7.4.4
MNXR106481	R00337			rxn00243		3.2.1.42
MNXR106482	R00338		OXALOACETASE-RXN	rxn00244	24432|24433|24434|24435	3.7.1.1
MNXR106483	R00346		4.1.1.38-RXN	rxn00252	22356|22357|22358|22359	4.1.1.38
MNXR106484	R00347		4.3.1.20-RXN	rxn00253	19757|19758|19759|19760	4.3.1.20
MNXR106485	R00348		RXN-6562	rxn00254		3.5.1;3.5.1.3
MNXR106486	R00350		RXN-2464	rxn00255	28935|28936|28937|28938	4.1.3.17
MNXR106487	R00353			rxn00258		2.1.3.1
MNXR106488	R00354		RXN-7929	rxn00259	20812|20813|20814|20815	4.1.3.34
MNXR106489						1.1.5.4
MNXR106492	R00365		GLYCINE-DEHYDROGENASE-RXN	rxn00268	15721|15722|15723|15724	1.4.1.1;1.4.1.10
MNXR106493	R00368		STROMBINE-DEHYDROGENASE-RXN	rxn00271	14061|14062|14063|14064	1.5.1.22
MNXR106494	R00373		2.6.1.35-RXN	rxn00276	17141|17142|17143|17144	2.6.1.35
MNXR106495	R00374|R05704					1.4.99.5
MNXR106496	R00375					2.7.7.7
MNXR106497	R00376					2.7.7.7
MNXR106498	R00377					2.7.7.7
MNXR106499	R00378					2.7.7.7
MNXR106500	R00379					2.7.7.31;2.7.7.49;2.7.7.7
MNXR106501	R00381					6.5.1.1;6.5.1.6;6.5.1.7
MNXR106502	R00382					6.5.1.2;6.5.1.6
MNXR106503	R00383		ACYL-COA-HYDROLASE-RXN	rxn05824	16781|16782|16783|16784	3.1.2.18;3.1.2.19;3.1.2.20
MNXR106504	R00384			rxn05825		1.3.1.44
MNXR106505	R00385			rxn05826		1.3.1.8
MNXR106506	R00387		CIS-2-ENOYL-COA-REDUCTASE-NADPH-RXN	rxn05827		1.3.1.37
MNXR106507	R00388		ACYL-COA-OXIDASE-RXN	rxn05828		1.3.3.6
MNXR106508	R00389		BUTYRATE--COA-LIGASE-RXN		24336|24337|24338|24339|38883|38884|38885|38886	6.2.1.2
MNXR106509	R00390			rxn05830		6.2.1.3
MNXR106510	R00392					1.3.8.7;1.3.8.8
MNXR106511	R00393			rxn05833	13381|13382|13383|13384	2.8.3.8
MNXR106512	R00394		ACID--COA-LIGASE-GDP-FORMING-RXN		10968|10969|10970|10971	6.2.1.10
MNXR106513	R00395		GLYCINE-N-ACYLTRANSFERASE-RXN	rxn05835	19869|19870|19871|19872	2.3.1.13
MNXR106514	R00398		ALANOPINE-DEHYDROGENASE-RXN	rxn00280	17589|17590|17591|17592	1.5.1.17
MNXR106515	R00399		AKPTHIOL-RXN	rxn14242	51436|51437|51438|51439	2.3.1.-
MNXR106516	R00402		FUMARATE-REDUCTASE-NADH-RXN	rxn00284	18281|18282|18283|18284	1.3.1.6
MNXR106517	R00406		RXN-8964	rxn00286	38255|38256|38257|38258	2.8.3.22
MNXR106518	R00412					1.3.5.1;1.3.99.-
MNXR106519	R00416		NAG1P-URIDYLTRANS-RXN		13509|13510|13511|13512	2.7.7.23
MNXR106520	R00417			rxn14380		2.4.1.94
MNXR106521			1.1.1.136-RXN	rxn00298	13325|13326|13327|13328	1.1.1.136
MNXR106522	R00422			rxn05838		
MNXR106523	R00423			rxn05839		
MNXR106524	R00435					2.7.7.19;2.7.7.48;2.7.7.6
MNXR106525	R00436			rxn05841		6.5.1.3
MNXR106526	R00437					2.7.7.8
MNXR106527	R00438					2.7.7.8
MNXR106528	R00439					2.7.7.8
MNXR106529	R00440					2.7.7.8
MNXR106530	R00441					2.7.7.48;2.7.7.6
MNXR106531	R00442					2.7.7.48;2.7.7.6
MNXR106532	R00443					2.7.7.48;2.7.7.52;2.7.7.6
MNXR106533	R00444					2.7.7.48;2.7.7.6
MNXR106534	R00445		LYSINE-DEHYDROGENASE-RXN	rxn00308	18505|18506|18507|18508	1.4.1.15
MNXR106535	R00446		RXN-8808	rxn14000	25117|25118|25119|25120	1.4.1.18
MNXR106536	R00448		1.14.13.59-RXN	rxn00311	23228|23229|23230|23231	1.14.13.59
MNXR106537	R00452		D-LYSOPINE-DEHYDROGENASE-RXN	rxn00314	17625|17626|17627|17628	1.5.1.16
MNXR106538	R00453		LYSINE--PYRUVATE-6-AMINOTRANSFERASE-RXN	rxn00315	19393|19394|19395|19396	2.6.1.71
MNXR106539	R00454		LYSACET-RXN	rxn00316		2.3.1;2.3.1.-
MNXR106540	R00457		L-LYSINE-AMINOTRANSFERASE-RXN	rxn00317	21200|21201|21202|21203	2.6.1.36
MNXR106541	R00458			rxn00318		3.5.1.17
MNXR106542	R00459			rxn05850		
MNXR106543	R00463		L-LYSINE-LACTAMASE-RXN	rxn00323	21388|21389|21390|21391	3.5.2.11
MNXR106544	R00468		GLYOXYLATE-DEHYDROGENASE-ACYLATING-RXN	rxn00326	21024|21025|21026|21027	1.2.1.17
MNXR106545	R00471				30687|30688|30689|30690	4.1.3.16
MNXR106546	R00473		MALYL-COA-LYASE-RXN	rxn00331	16629|16630|16631|16632	4.1.3.24
MNXR106547	R00474		2-HYDROXY-3-OXOADIPATE-SYNTHASE-RXN	rxn00332	14341|14342|14343|14344	2.2.1.5
MNXR106548	R00476					1.1.3.15;1.1.99.14
MNXR106549	R00477		OXALOMALATE-LYASE-RXN	rxn00334	22032|22033|22034|22035	4.1.3.13
MNXR106550	R00478		RXN-11769	rxn00335	14377|14378|14379|14380	4.1.3.14
MNXR106551	R00482		6.3.1.4-RXN	rxn00339	14197|14198|14199|14200	6.3.1.4
MNXR106552	R00484		UREIDOSUCCINASE-RXN	rxn00341	14365|14366|14367|14368	3.5.1.7
MNXR106553	R00486		3.5.5.4-RXN	rxn00343	11188|11189|11190|11191	3.5.5.4
MNXR106554	R00487	ASPNATm|R_ASPNATm	ASPARTATE-N-ACETYLTRANSFERASE-RXN	rxn00344	14165|14166|14167|14168	2.3.1.17
MNXR106555	R00488	NACASPAH|R_NACASPAH	RXN-13680	rxn00345		3.5.1.14;3.5.1.15
MNXR106556	R00493			rxn14151		2.6.1.-
MNXR106557	R00499		S-SUCCINYLGLUTATHIONE-HYDROLASE-RXN	rxn00352	16713|16714|16715|16716	3.1.2.13
MNXR106558	R00504		2.7.8.18-RXN		22440|22441|22442|22443	2.7.8.18
MNXR106559	R00506					2.4.1.-
MNXR106561	R00518		FORMATE-KINASE-RXN	rxn00370	16009|16010|16011|16012	2.7.2.6
MNXR106562	R00526		FORMYLASPARTATE-DEFORMYLASE-RXN	rxn00376	22040|22041|22042|22043	3.5.1.15;3.5.1.8
MNXR106564	R00531		ADENYLYLSULFATASE-RXN	rxn00381	17041|17042|17043|17044	3.6.2.1
MNXR106565	R00532		SERINE-SULFATE-AMMONIA-LYASE-RXN	rxn00382	15605|15606|15607|15608	4.3.1.10
MNXR106566	R00534			rxn00384	19145|19146|19147|19148	3.1.6.3
MNXR106567	R00535				52372|52373|52374|52375	2.8.2.15
MNXR106568	R00536			rxn00386		2.8.2.15
MNXR106569	R00537			rxn00387		2.8.2.15
MNXR106570	R00538|R00631		ALDHDEHYDROG-RXN	rxn05853	16185|16186|16187|16188	1.2.1.3;1.2.1.5
MNXR106571	R00539		ACYLPHOSPHATASE-RXN	rxn05854	14965|14966|14967|14968	3.6.1.7
MNXR106572	R00540		3.5.5.1-RXN	rxn00388	21724|21725|21726|21727	3.5.5.1;3.5.5.2;3.5.5.5;3.5.5.7
MNXR106573	R00542		5-ACYLPHOSPHOADENOSINE-HYDROLASE-RXN	rxn05855	16837|16838|16839|16840	3.6.1.20
MNXR106574	R00543		ACYLPYRUVATE-HYDROLASE-RXN	rxn05856	19009|19010|19011|19012	3.7.1.5
MNXR106575	R00544|R00638					1.2.99.6;1.2.99.7
MNXR106576	R00545		ACYL-LYSINE-DEACYLASE-RXN	rxn00389	24548|24549|24550|24551	3.5.1.17
MNXR106577	R00546		ASPARTOACYLASE-RXN	rxn00390	10872|10873|10874|10875	3.5.1.15
MNXR106578	R00547		GLUTATHIONE-THIOESTERASE-RXN	rxn05858	22708|22709|22710|22711	3.1.2.7
MNXR106579	R00550			rxn00393		2.7.1.42
MNXR106580	R00555		2.4.2.31-RXN	rxn14162		2.4.2.31
MNXR106581	R00557		NITRIC-OXIDE-SYNTHASE-RXN		19897|19898|19899|19900	1.14.13.165;1.14.13.39
MNXR106583	R00559		ARGININE-2-MONOOXYGENASE-RXN	rxn00401	10548|10549|10550|10551	1.13.12.1
MNXR106584	R00562		1.5.1.11-RXN	rxn00402	16285|16286|16287|16288	1.5.1.11
MNXR106585	R00565		GLYCINE-AMIDINOTRANSFERASE-RXN	rxn00404	13201|13202|13203|13204	2.1.4.1
MNXR106586	R00567		ARGININE-RACEMASE-RXN	rxn00406	18069|18070|18071|18072	5.1.1.9
MNXR106587	R00574		CYTIDYLATE-CYCLASE-RXN	rxn00413	14737|14738|14739|14740	4.6.1.6
MNXR106588	R00577		GLUTAMINE-N-ACYLTRANSFERASE-RXN	rxn05860	18469|18470|18471|18472	2.3.1.68
MNXR106589	R00579			rxn00417		5.1.1.10;5.1.1.9
MNXR106590	R00581		SERINE-DEHYDROGENASE-RXN	rxn00419	20884|20885|20886|20887	1.4.1.7
MNXR106591	R00584		2.7.1.80-RXN	rxn00421	23764|23765|23766|23767	2.7.1.80
MNXR106592	R00594			rxn11951		2.1.1.35
MNXR106593	R00595			rxn14141		2.1.1.202;2.1.1.203;2.1.1.204;2.1.1.29
MNXR106594	R00596			rxn14343		2.1.1.36
MNXR106595	R00597			rxn11548		2.1.1.228;2.1.1.31
MNXR106596	R00598			rxn11549		2.1.1.32
MNXR106597	R00599		TRNA-ADENINE-N6--METHYLTRANSFERASE-RXN	rxn14338		2.1.1.55
MNXR106598	R00600			rxn11550		2.1.1.33
MNXR106599	R00601			rxn14216		2.1.1.61
MNXR106600	R00603		DICHLOROMETHANE-DEHALOGENASE-RXN	rxn00428	15397|15398|15399|15400	4.5.1.3
MNXR106601	R00606					1.4.9.1
MNXR106602	R00608		METHANOL-OXIDASE-RXN	rxn00432		1.1.3.13
MNXR106603	R00609					1.5.99.5
MNXR106604	R00611					1.5.8.3
MNXR106605	R00612		N6-METHYL-LYSINE-OXIDASE-RXN	rxn00434	23200|23201|23202|23203	1.5.3.4
MNXR106606	R00614		RXN-11453	rxn00435	19221|19222|19223|19224	1.2.98.1
MNXR106607	R00623		ALCOHOL-DEHYDROG-GENERIC-RXN	rxn05871	10736|10737|10738|10739	1.1.1.1;1.1.1.71
MNXR106608	R00624		RXN-12448	rxn05872|rxn14386	10740|10741|10742|10743	1.1.1.1
MNXR106609	R00625			rxn05873	15937|15938|15939|15940	1.1.1.2;1.1.1.71
MNXR106610	R00626		ACID-PHOSPHATASE-RXN|ALKAPHOSPHA-RXN	rxn05874	15017|15018|15019|15020	3.1.3.1;3.1.3.2
MNXR106611	R00627		ALCOHOL-O-ACETYLTRANSFERASE-RXN	rxn05875		2.3.1.84
MNXR106612	R00628		ACETYLESTERASE-RXN	rxn05876		3.1.1.6
MNXR106613	R00629		ALCOHOL-SULFOTRANSFERASE-RXN	rxn05877	22552|22553|22554|22555	2.8.2.2
MNXR106614	R00630					3.1.1.1
MNXR106615	R00634		ALDEHYDE-DEHYDROGENASE-NADP+-RXN	rxn14071	11888|11889|11890|11891	1.2.1.4;1.2.1.5
MNXR106616	R00635		ALDEHYDE-OXIDASE-RXN	rxn05881	16829|16830|16831|16832	1.2.3.1
MNXR106617	R00636		PYRUVATE-DECARBOXYLASE-RXN	rxn05882	11628|11629|11630|11631	4.1.1.1
MNXR106618	R00637		ALCOHOL-OXIDASE-RXN	rxn05883	19829|19830|19831|19832	1.1.3.13
MNXR106619	R00639					1.1.99.20
MNXR106626	R00649		METHIONINE-S-METHYLTRANSFERASE-RXN	rxn00451	13761|13762|13763|13764	2.1.1.12
MNXR106627	R00652		METHIONINE--GLYOXYLATE-TRANSAMINASE-RXN	rxn00454	22884|22885|22886|22887	2.6.1.73
MNXR106628	R00655		METHIONINE-RACEMASE-RXN	rxn00457	12492|12493|12494|12495	5.1.1.2
MNXR106629	R00656		METHIONINE-DECARBOXYLASE-RXN	rxn00458	17757|17758|17759|17760	4.1.1.57
MNXR106630	R00657			rxn05885		3.4.13.12
MNXR106631	R00661		PHOSPHOENOLPYRUVATE-MUTASE-RXN	rxn00462	17013|17014|17015|17016	5.4.2.9
MNXR106632	R00664		ORNITHINE-N-BENZOYLTRANSFERASE-RXN		16929|16930|16931|16932	2.3.1.127
MNXR106633	R00665		CITRULLINASE-RXN		11940|11941|11942|11943	3.5.1.20
MNXR106634	R00666		1.5.1.24-RXN	rxn00466	18661|18662|18663|18664	1.5.1.24
MNXR106635	R00668			rxn00468|rxn05886		2.6.1.13;2.6.1.68
MNXR106636	R00672		ORNITHINE-RACEMASE-RXN	rxn00472	11584|11585|11586|11587	5.1.1.10;5.1.1.12;5.1.1.9
MNXR106637	R00675			rxn00475	13473|13474|13475|13476	1.4.1.19
MNXR106638	R00676			rxn00476	13477|13478|13479|13480	1.4.1.19
MNXR106639	R00679		TRYPTOPHAN-2-MONOOXYGENASE-RXN	rxn00479	16165|16166|16167|16168	1.13.12.3
MNXR106640	R00681		TRYPTOPHAN-2-DIOXYGENASE-RXN	rxn00480	22620|22621|22622|22623	1.13.99.3
MNXR106641	R00682		TRYPTOPHANAMIDASE-RXN	rxn00481	11012|11013|11014|11015	3.5.1.57
MNXR106642	R00683|R08547			rxn00482		2.1.1.106
MNXR106643	R00686		5.1.1.11-RXN	rxn00485	20201|20202|20203|20204	5.1.1.11
MNXR106645	R00690|R00698		PHENYLALANINE-2-MONOOXYGENASE-RXN	rxn00489|rxn14316	10712|10713|10714|10715	1.11.1.21;1.13.12.9
MNXR106647	R00693		PHENYLALANINE-N-ACETYLTRANSFERASE-RXN	rxn00492	17801|17802|17803|17804	2.3.1.53
MNXR106649	R00697		PHENYLALANINE-AMMONIA-LYASE-RXN	rxn00495	21384|21385|21386|21387	4.3.1.24;4.3.1.25
MNXR106650	R00706		1.2.1.18-RXN	rxn00502	22988|22989|22990|22991	1.2.1;1.2.1.18
MNXR106651				rxn00504		1.2.1.88
MNXR106652	R00723			rxn00516		3.6.1.14
MNXR106653	R00726		RXN-12481	rxn00519		4.1.1.32;4.1.1.49
MNXR106654	R00727		RXN-12511	rxn00520		6.2.1.4
MNXR106655	R00728		TYROSINE-PHENOL-LYASE-RXN	rxn00521	21704|21705|21706|21707	4.1.99.2
MNXR106656	R00730					1.14.14.36
MNXR106657	R00731			rxn00524		1.14.18.1
MNXR106658	R00732		CYCLOHEXADIENYL-DEHYDROGENASE-RXN	rxn00525	12256|12257|12258|12259	1.3.1.43;1.3.1.79
MNXR106659	R00733		RXN-5682	rxn00526	15417|15418|15419|15420	1.3.1.78;1.3.1.79
MNXR106660	R00735		TYROSINE--ARGININE-LIGASE-RXN	rxn00528	15345|15346|15347|15348	6.3.2.24
MNXR106661	R00737		RXN-9697	rxn00530	24906|24907|24908|24909	4.3.1.23;4.3.1.25
MNXR106662	R00739		TYROSINE-23-AMINOMUTASE-RXN	rxn00531	15781|15782|15783|15784	5.4.3.6
MNXR106663	R00740		RXN-8963	rxn00532	26446|26447|26448|26449	1.2.1.75
MNXR106664	R00743		MALONATE-COA-TRANSFERASE-RXN	rxn00534	18817|18818|18819|18820	2.8.3.3
MNXR106665	R00753		LACTATE-ALDOLASE-RXN	rxn00542	17909|17910|17911|17912	4.1.2.36
MNXR106666						2.7.1.11
MNXR106667						1.1.1.17
MNXR106668					16125|16126|16127|16128	2.7.1.1;2.7.1.4
MNXR106669						4.1.2.22;4.1.2.9
MNXR106670						3.1.3.11
MNXR106671						3.1.3.46
MNXR106672						2.7.1.90
MNXR106674						2.7.1.11
MNXR106675					13237|13238|13239|13240	2.6.1.16
MNXR106676						2.7.1.11
MNXR106677						2.7.1.11
MNXR106678						5.3.1.9
MNXR106679					12356|12357|12358|12359	5.3.1.8
MNXR106680	R00775		GUANIDINOACETASE-RXN	rxn00561	23268|23269|23270|23271	3.5.3.2
MNXR106681	R00776		UREIDOGLYCOLATE-LYASE-RXN		11304|11305|11306|11307	4.3.2.3
MNXR106682	R00777		AMIDINOASPARTASE-RXN	rxn00563	14849|14850|14851|14852	3.5.3.14
MNXR106683	R00778		CYANAMIDE-HYDRATASE-RXN	rxn00564	23056|23057|23058|23059	4.2.1.69
MNXR106684	R00781			rxn00565		1.13.11.18
MNXR106686	R00784					1.7.2.1
MNXR106687	R00785					1.7.2.1
MNXR106688	R00792			rxn05895		1.9.6.1
MNXR106689	R00793|R10230		RXN-13595	rxn00570	19969|19970|19971|19972	1.7.3.6
MNXR106690	R00796		NITRATE-REDUCTASE-NADPH-RXN	rxn00572	19061|19062|19063|19064	1.7.1.2;1.7.1.3
MNXR106691	R00798					1.7.99.4
MNXR106692	R00799		NITROETHANE-OXIDASE-RXN	rxn00573	50772|50773|50774|50775	1.7.3.1
MNXR106693	R00800			rxn14184		
MNXR106694						2.4.1.7
MNXR106695	R00804		SUGAR-PHOSPHATASE-RXN	rxn05897		3.1.3.23
MNXR106697	R00807|R06233			rxn00580		1.1.99.13
MNXR106698	R00808					1.1.99.13
MNXR106699					10088|10089|10090|10091	2.4.1.167
MNXR106700				rxn05899		2.7.1.211;2.7.1.69
MNXR106701	R00812		1.3.1.19-RXN	rxn00583	15457|15458|15459|15460	1.3.1.19
MNXR106702	R00814		1.3.1.20-RXN	rxn00585	16729|16730|16731|16732	1.3.1.20
MNXR106703	R00815		PHENOL-2-MONOOXYGENASE-RXN	rxn00586	17061|17062|17063|17064	1.14.13.7
MNXR106704	R00818		SALICYLATE-1-MONOOXYGENASE-RXN	rxn00589	11004|11005|11006|11007	1.14.13.1
MNXR106705	R00821		O-PYROCATECHUATE-DECARBOXYLASE-RXN	rxn00592	21492|21493|21494|21495	4.1.1.46
MNXR106706	R00822		PROTOCATECHUATE-DECARBOXYLASE-RXN	rxn00593	22416|22417|22418|22419	4.1.1.63
MNXR106707	R00823			rxn00594	11076|11077|11078|11079	1.14.12.1
MNXR106708	R00825			rxn00595	11072|11073|11074|11075	1.14.12.1
MNXR106709	R00827|R07330		CATECHOL-O-METHYLTRANSFERASE-RXN	rxn00596		2.1.1.6
MNXR106710	R00828		2-NITROPHENOL-2-MONOOXYGENASE-RXN	rxn14269	19457|19458|19459|19460	1.14.13.31
MNXR106711	R00834		ALDOSE-6-PHOSPHATE-REDUCTASE-NADPH-RXN	rxn00603		1.1.1.200
MNXR106712	R00845		1.1.1.177-RXN	rxn00613	19773|19774|19775|19776	1.1.1.177
MNXR106713						1.1.5.3
MNXR106714	R00850			rxn00617	21288|21289|21290|21291	2.7.1.142
MNXR106715	R00851			rxn05901	15325|15326|15327|15328	2.3.1.15
MNXR106716	R00853		2.4.1.137-RXN		14285|14286|14287|14288	2.4.1.137
MNXR106717	R00854		2.4.1.96-RXN		20341|20342|20343|20344	2.4.1.96
MNXR106718	R00855		CDP-GLYCEROL-PYROPHOSPHATASE-RXN	rxn00620	21692|21693|21694|21695	3.6.1.16
MNXR106719	R00857		GLYCPDIESTER-RXN	rxn00622		3.1.4.46
MNXR106720	R00860					1.8.99.2
MNXR106721	R00861					1.8.99.5
MNXR106722	R00864	TSULe|R_TSULe		rxn00625		
MNXR106724					16765|16766|16767|16768	1.1.1.138
MNXR106725					14069|14070|14071|14072	1.1.1.124
MNXR106726						3.1.3.-
MNXR106727						1.1.99.11
MNXR106728					20637|20638|20639|20640	1.1.99.28
MNXR106729						2.7.1.1
MNXR106730					22604|22605|22606|22607	5.3.1.7
MNXR106731						5.3.1.5
MNXR106732						3.2.1.80
MNXR106733			GDP-MANNOSE-6-DEHYDROGENASE-RXN		21728|21729|21730|21731	1.1.1.132
MNXR106734	R00887					2.4.1.-
MNXR106735	R00889		RXN-1882	rxn00643	11144|11145|11146|11147	5.1.3.18
MNXR106736	R00890					2.4.1.-
MNXR106737	R00892		CYSTINE-REDUCTASE-NADH-RXN	rxn00644	20597|20598|20599|20600	1.8.1.6
MNXR106738	R00900		GSCYSDEG-RXN	rxn05910		1.8.1.10;1.8.1.9;1.8.4.2
MNXR106739	R00901		CYSTEINE-LYASE-RXN	rxn00651	20916|20917|20918|20919	4.4.1.10
MNXR106740	R00903			rxn00652		5.1.1.10
MNXR106741	R00906		BETA-ALANOPINE-DEHYDROGENASE-RXN	rxn00655	21684|21685|21686|21687	1.5.1.26
