MNXref	KEGG	BiGG	MetaCyc	ModelSEED	Rhea	EC
MNXR111869	R08317			rxn11845		
MNXR111870	R08318			rxn11846		1.14.13.-;1.14.14.1
MNXR111871	R08319			rxn11847		
MNXR111872	R08320			rxn11848		
MNXR111873	R08321			rxn11849		
MNXR111874	R08322			rxn11850		
MNXR111875	R08324			rxn11851		1.14.13.-;1.14.14.1
MNXR111876	R08325			rxn11852		1.14.13.-;1.14.14.1
MNXR111877	R08326			rxn11853		1.14.13.-;1.14.14.1
MNXR111878	R08327			rxn11854		1.14.13.-;1.14.14.1
MNXR111879	R08328		R224-RXN	rxn11855		
MNXR111880	R08329			rxn11856		
MNXR111881	R08330			rxn11857		
MNXR111882	R08331		R211-RXN	rxn11858	44924|44925|44926|44927	2.3.3.-;4.1.3
MNXR111883	R08332		R215-RXN	rxn11859	44928|44929|44930|44931	2.3.3.-;4.1.3
MNXR111884	R08333			rxn11860		
MNXR111885	R08334			rxn11861		
MNXR111886	R08335			rxn11862		
MNXR111887	R08336			rxn11863		
MNXR111888	R08337			rxn11864		
MNXR111889	R08338			rxn11865		
MNXR111890	R08339					1.14.13.-
MNXR111891	R08340					1.14.13.-
MNXR111892	R08341			rxn11868		1.14.13.-;1.14.14.1
MNXR111893	R08342			rxn11869		1.14.13.-;1.14.14.1
MNXR111894						1.14.13.-;1.14.14.1
MNXR111895						1.14.14.1
MNXR111896	R08345			rxn11872		1.14.14.1
MNXR111897						1.4.3.4
MNXR111898	R08347	DMCITALOR|R_DMCITALOR		rxn12039		1.4.3.4
MNXR111899	R08350			rxn12040		3.5.1.-
MNXR111900	R08351			rxn12041		3.5.1.-
MNXR111901	R08352			rxn12042		6.3.1.9
MNXR111902	R08353			rxn12043		6.3.1.9
MNXR111903	R08354			rxn12044		6.3.1.9
MNXR111904	R08355			rxn12045		6.3.1.9
MNXR111905	R08356			rxn12046		1.8.1.12
MNXR111906	R08357			rxn12047		1.8.1.12
MNXR111908	R08360			rxn12050		1.11.1.-;1.11.1.15
MNXR111909	R08361			rxn12051		
MNXR111910	R08362			rxn12052		1.11.1.15
MNXR111911	R08363			rxn12053		1.17.4.1
MNXR111912	R08364			rxn12054		1.17.4.1
MNXR111913	R08366			rxn11878		2.7.1.-;2.7.1.69
MNXR111916	R08370		RXN-8550			4.2.3.38
MNXR111917	R08371			rxn12055		
MNXR111918	R08372			rxn11883	36259|36260|36261|36262	
MNXR111919	R08373			rxn12056	31895|31896|31897|31898	4.2.3.104
MNXR111920			RXN-8616		27530|27531|27532|27533	4.2.3.48
MNXR111921						
MNXR111922	R08376			rxn11887		
MNXR111923	R08377					
MNXR111924	R08378			rxn11889		
MNXR111925	R08380		RXN-13363	rxn11891		1.1.1;1.1.1.-
MNXR111926	R08381			rxn11892		2.3.1.76
MNXR111927	R08382		RXN-12562	rxn11893	42052|42053|42054|42055	1.1.1;1.1.1.315
MNXR111928	R08383			rxn11894		1.1.1.-;1.1.1.105;1.1.1.21
MNXR111929	R08384			rxn11895		1.2.3.1;1.2.3.11
MNXR111930	R08385			rxn11896	42084|42085|42086|42087	1.2.1.36
MNXR111931	R08386		2.3.1.118-RXN		20277|20278|20279|20280	2.3.1.118
MNXR111932	R08387			rxn11897		2.3.1.135
MNXR111933	R08388		RXN-12550	rxn11898	31771|31772|31773|31774	3.1.1.64
MNXR111934	R08389			rxn11899		2.3.1.135
MNXR111935	R08390			rxn11900		1.14.13.-;1.14.14.1;1.14.15.3
MNXR111936	R08391			rxn11901		1.14.13.-;1.14.14.1
MNXR111937	R08392			rxn11902		1.14.13.-;1.14.14.1
MNXR111938				rxn11906		
MNXR111939	R08394			rxn11904		
MNXR111940			RXN-8575		32695|32696|32697|32698	4.2.3
MNXR111941	R08396		RXN-17103|RXN-8618	rxn12058	32679|32680|32681|32682	3.1.7.11;3.1.7.3
MNXR111942	R08397			rxn11907		
MNXR111943	R08398			rxn11908		
MNXR111944	R08399			rxn11909		
MNXR111946	R08401			rxn11910		
MNXR111947						
MNXR111948	R08403			rxn11912		4.3.2.4
MNXR111949	R08404			rxn11913		2.7.1.61
MNXR111950						2.7.1.61
MNXR111951						2.7.1.61
MNXR111952						2.7.1.61
MNXR111953	R08408			rxn11917		1.2.3.1
MNXR111954	R08409			rxn12059		1.10.9.1;1.10.99.1
MNXR111955	R08410			rxn12060		
MNXR111956	R08411			rxn12061		
MNXR111957	R08412			rxn12062		
MNXR111958	R08413			rxn12063		
MNXR111959	R08414			rxn12064		
MNXR111960	R08415			rxn12065		
MNXR111961	R08416			rxn12066		
MNXR111962	R08417			rxn12067		
MNXR111963	R08418			rxn12068		
MNXR111964	R08419			rxn12069		
MNXR111965	R08420			rxn12070		
MNXR111966	R08421			rxn12071		
MNXR111967	R08422			rxn12072		
MNXR111968	R08423			rxn12073		
MNXR111969	R08424			rxn12074		
MNXR111970	R08425			rxn12075		
MNXR111971	R08426			rxn12076		
MNXR111972	R08427			rxn12077		
MNXR111973	R08428					
MNXR111974	R08429					
MNXR111975	R08430		RXN-9201			2.3.1.-
MNXR111976	R08431			rxn12078		
MNXR111977	R08432		RXN-8254			2.3.1.-;2.3.1.185
MNXR111978	R08433			rxn12080		2.3.1.169
MNXR111979	R08434		RXN-8255	rxn12081		
MNXR111980	R08435			rxn12082		
MNXR111981	R08436			rxn12083		
MNXR111982	R08437		RXN-18122		51268|51269|51270|51271	2.1.1.336;2.1.1.gc
MNXR111983	R08438					
MNXR111984	R08439			rxn12085		
MNXR111985	R08440			rxn12086		
MNXR111986	R08441		RXN-18125	rxn12087		2.1.1;2.1.1.-
MNXR111987	R08442			rxn12088		1.1.1.-
MNXR111988	R08443			rxn12089		
MNXR111989	R08444			rxn12090		
MNXR111990	R08445			rxn12091		
MNXR111991	R08446			rxn12092		2.1.1.-
MNXR111992	R08447			rxn12093		
MNXR111993	R08448			rxn12094		
MNXR111994	R08449			rxn12095		2.1.1;2.1.1.-
MNXR111995	R08450			rxn12096		
MNXR111996	R08451		RXN-13557			3.5.1
MNXR111997	R08452			rxn12098		
MNXR111998	R08453			rxn12099		
MNXR111999	R08454			rxn12100		
MNXR112000	R08455			rxn12101		2.1.1.-
MNXR112001	R08456			rxn12102		
MNXR112002	R08457			rxn12103		
MNXR112003	R08458			rxn12104		
MNXR112004	R08459			rxn12105		
MNXR112005	R08460			rxn12106		
MNXR112006	R08461					
MNXR112007	R08462			rxn13948		3.1.1.36
MNXR112008	R08463			rxn12108		
MNXR112009	R08464			rxn12109		
MNXR112010	R08465		RXN-9342	rxn12110		2.1.1.-
MNXR112011				rxn12111		
MNXR112012			RXN-9341	rxn12112		2.1.1.-
MNXR112013	R08468			rxn12113		2.1.1.98
MNXR112014	R08469			rxn12114		2.1.1.98
MNXR112015	R08470			rxn12115		
MNXR112016	R08471			rxn12116		
MNXR112017	R08472			rxn12117		
MNXR112018	R08473			rxn12118		
MNXR112019	R08474			rxn12119		
MNXR112020	R08475			rxn12120		
MNXR112021	R08476			rxn12121		
MNXR112022	R08477			rxn12122		
MNXR112023	R08478			rxn12123		
MNXR112024	R08479			rxn12124		
MNXR112025	R08480			rxn12125		
MNXR112026	R08481			rxn12126		
MNXR112027	R08482			rxn12127		
MNXR112028	R08483					
MNXR112029	R08484			rxn12128		
MNXR112030	R08485			rxn12129		1.3.-.-
MNXR112031	R08486			rxn12130		1.5.-.-
MNXR112032	R08487			rxn12131		
MNXR112033	R08488			rxn12132		
MNXR112034	R08489		RXN-14031	rxn12133		1
MNXR112035	R08490		RXN-14036	rxn12134		
MNXR112036	R08491			rxn12135		
MNXR112037	R08492			rxn14101		
MNXR112038	R08494			rxn14213		
MNXR112039	R08495			rxn12138		
MNXR112040	R08496			rxn12139		
MNXR112041	R08497		RXN-9219	rxn12140		
MNXR112042	R08498			rxn12141		
MNXR112043	R08499		RXN-12961	rxn14222	32659|32660|32661|32662	1.1.1.324
MNXR112044	R08500			rxn12143		
MNXR112045	R08501			rxn12144		
MNXR112046	R08502			rxn12145		
MNXR112047	R08503		RXN-14150	rxn12146	25840|25841|25842|25843	5.3.1.30
MNXR112048	R08505					1.14.15.15
MNXR112049	R08506			rxn12149		
MNXR112050	R08507			rxn12150		
MNXR112051	R08508			rxn12151		
MNXR112052	R08509			rxn12152		
MNXR112053	R08510		RXN-8982	rxn12153		1.5.1;1.5.1.-
MNXR112054	R08511			rxn12154		2.5.1.18
MNXR112055	R08512			rxn12155		2.5.1.18
MNXR112056	R08513			rxn12156		
MNXR112057	R08514			rxn12157		2.7.1.62
MNXR112058	R08515			rxn12158		2.7.7.36
MNXR112059						1.14.14.32
MNXR112060	R08518					1.14.14.32
MNXR112061	R08519					
MNXR112062	R08520					1.11.1.8
MNXR112063	R08521					1.11.1.8
MNXR112064	R08522					1.11.1.8
MNXR112065	R08523					1.11.1.8
MNXR112066	R08524			rxn12167		
MNXR112067	R08525					
MNXR112068	R08527		RXN-13395	rxn12169	32307|32308|32309|32310	1.13.11.34
MNXR112069	R08528		2.5.1.68-RXN	rxn14126	23300|23301|23302|23303	2.5.1.68
MNXR112070	R08529		RXN-13046	rxn12170		3.1.3;3.1.7.3
MNXR112071	R08530			rxn12171		2.3.1.69
MNXR112072	R08531			rxn12172		2.3.1.69
MNXR112073	R08532			rxn12173		2.3.1.69
MNXR112076	R08535			rxn12176		
MNXR112077						1.1.1.15
MNXR112078	R08537			rxn12178		2.1.1.49
MNXR112079	R08538		RXN-14041	rxn12179	24894|24895|24896|24897	2.1.1.69
MNXR112080	R08539			rxn12180		1.6.2.4
MNXR112081	R08540		RXN-8541	rxn12181	25456|25457|25458|25459	4.2.3.56
MNXR112082			RXN-8414		28294|28295|28296|28297	4.2.3.57
MNXR112083	R08542		RXN-8540	rxn12183	25464|25465|25466|25467	4.2.3.58
MNXR112084	R08543			rxn12184|rxn14255		4.1.99.16;4.2.3.22
MNXR112085	R08544			rxn12185	42392|42393|42394|42395	1.1.1.121;1.1.1.359;1.1.1.48
MNXR112086	R08545		RXN-8553	rxn12186	25444|25445|25446|25447	4.2.3.71
MNXR112087	R08546		RXN-10685	rxn12187	29483|29484|29485|29486	4.2.3.66
MNXR112088					35603|35604|35605|35606	3.1.3.68
MNXR112089	R08550			rxn12189		1.8.1.4
MNXR112090	R08551			rxn12190		1.6.2.4
MNXR112091	R08553			rxn11934		1.8.99.2
MNXR112092	R08558		RXN-12582	rxn12191		1.1.1;1.1.1.1
MNXR112093	R08559			rxn14191		2.7.1.192;2.7.1.69
MNXR112094	R08560		RXN-9213	rxn13997		
MNXR112095	R08561			rxn14398		
MNXR112096	R08562			rxn14336		
MNXR112097	R08563			rxn14016		
MNXR112098	R08564					
MNXR112099	R08566			rxn14152		1.2.7.7
MNXR112100	R08567					1.2.7.7
MNXR112101	R08568		RXN-10031		25952|25953|25954|25955	2.2.1.10
MNXR112102	R08569		RXN-10032		25956|25957|25958|25959	1.4.1.24
MNXR112103	R10616				46116|46117|46118|46119	4.1.2.51;4.1.2.55
MNXR112104	R08571					1.2.7.5
MNXR112105	R08573		RXN-17773	rxn14150	18005|18006|18007|18008	1.1.1.162
MNXR112106	R08574		RXN-9296	rxn14039	25021|25022|25023|25024	2.7.1.161
MNXR112107						2.2.1.2
MNXR112108	R08576			rxn14309		6.1.1.27
MNXR112109	R08577					2.5.1.73
MNXR112110	R08578			rxn14187		6.1.1.26
MNXR112111	R08579			rxn14251		1.14.-.-
MNXR112112	R08583					4.3.1.30
MNXR112113	R08585					
MNXR112114	R08588		RXN-10620		33083|33084|33085|33086	1.21.98.1
MNXR112115	R08589					1.14.-.-
MNXR112116	R08590			rxn14302		1.1.1.272
MNXR112119	R08597			rxn14112		5.1.3;5.1.3.-
MNXR112120	R08599					2.4.1.232
MNXR112121	R08600		RXN-13181	rxn14365	25564|25565|25566|25567	3.1.1.53
MNXR112122	R08601		RXN-13182	rxn14320	22600|22601|22602|22603	3.1.1.53
MNXR112123	R08602			rxn14027		3.1.2.22
MNXR112125	R08604		RXN-1405	rxn14082		1.14.13.-
MNXR112126	R08605			rxn14001		2.5.1.-
MNXR112127	R08606					1.7.3.-
MNXR112128	R08607			rxn14107		1.14.-.-
MNXR112129	R08608					
MNXR112130	R08609					2.5.1.-
MNXR112131	R08610			rxn14323		1.14.11.6
MNXR112132	R08611			rxn13969		1.14.11.6
MNXR112134	R08613			rxn14256		3.2.1.25
MNXR112136	R08616		RXN-15224	rxn13958		2.4.1.166
MNXR112137	R08617		RXN-13116	rxn14008	33071|33072|33073|33074	4.2.3.124
MNXR112138	R08618			rxn14382	31763|31764|31765|31766	2.6.1;2.6.1.88
MNXR112139	R08619		RXN-2202	rxn14004	25601|25602|25603|25604	2.3.3.17;2.3.3.c
MNXR112140	R08620		RXN-2203	rxn13975	50640|50641|50642|50643	4.2.1.170;4.2.1.bn
MNXR112141	R08621					1.1.1.-
MNXR112142	R08622			rxn14118		2.6.1.-
MNXR112143	R08623		RXNQT-4163	rxn14183	25605|25606|25607|25608	2.3.3.17;2.3.3.c
MNXR112144	R08624		RXNQT-4164	rxn14248	50644|50645|50646|50647	4.2.1.170;4.2.1.bn
MNXR112145	R08625		RXNQT-4165			1.1.1.-;1.1.1.85
MNXR112146	R08626			rxn14384		2.6.1.-
MNXR112147	R08627		RXNQT-4166	rxn14308		2.3.3.17;2.3.3.c
MNXR112148	R08628		RXNQT-4167	rxn14059		4.2.1.170;4.2.1.bn
MNXR112149	R08629		RXNQT-4168			1.1.1.-;1.1.1.85
MNXR112150	R08630			rxn14175		2.6.1.-
MNXR112151	R08631		RXNQT-4169	rxn14205		2.3.3.17;2.3.3.c
MNXR112152	R08632		RXN-14048		24910|24911|24912|24913	4.4.1.1
MNXR112153				rxn14246		4.4.1.2
MNXR112154	R08634		RXNQT-4170	rxn14278		4.2.1.170;4.2.1.bn
MNXR112155	R08635		RXN-14301	rxn14359	24746|24747|24748|24749	4.4.1.11
MNXR112156	R08636		RXNQT-4171			1.1.1.-;1.1.1.85
MNXR112157	R08637			rxn14167	24742|24743|24744|24745	
MNXR112158	R08638			rxn14125		2.6.1.-
MNXR112159	R08640		RXNQT-4172	rxn14347		2.3.3.17;2.3.3.c
MNXR112160	R08641		RXNQT-4173	rxn13995		4.2.1.170;4.2.1.bn
MNXR112161	R08642		RXNQT-4174			1.1.1.-;1.1.1.85
MNXR112162	R08643			rxn14290		2.6.1.-
MNXR112163	R08644		RXNQT-4175	rxn14102		2.3.3.17;2.3.3.c
MNXR112164	R08645		RXNQT-4176	rxn14156		4.2.1.170;4.2.1.bn
MNXR112165	R08646		RXNQT-4178			1.1.1.-;1.1.1.85
MNXR112166	R08647			rxn14055		2.6.1.-
MNXR112167	R08650					
MNXR112168	R08652					1.14.14.40
MNXR112169	R08653		RXN-4603	rxn14259		1.14.-.-
MNXR112171	R08655			rxn14127		1.14.13.-
MNXR112172	R08657				28755|28756|28757|28758	1.1.5.3
MNXR112173	R08658		GLYCEROL-1-PHOSPHATASE-RXN	rxn14260	11476|11477|11478|11479	3.1.3.21
MNXR112174	R08659			rxn14331		1.14.-.-
MNXR112175	R08660			rxn14130		4.4.1.-
MNXR112177	R08662			rxn14025		2.8.2.-
MNXR112178	R08663					1.14.14.38
MNXR112179	R08664			rxn14376		1.14.13.-
MNXR112182	R08667			rxn14339		4.4.1;4.4.1.-
MNXR112184	R08669		RXN-2209	rxn14133		2.8.2.-;2.8.2.d
MNXR112185	R08670			rxn13986		1.14.13.-
MNXR112186	R08671			rxn14362		2.8.2.-
MNXR112187	R08672			rxn14285		1.14.13.-
MNXR112188	R08673			rxn14305		1.14.13.-
MNXR112189	R08674			rxn14237		1.14.13.-
MNXR112190	R08675			rxn14161		1.14.13.-
MNXR112191						2.4.1.13
MNXR112192	R08677		SULFUR-DIOXYGENASE-RXN			1.13.11.18
MNXR112193	R08678		RXN-13161	rxn14050	12981|12982|12983|12984	1.13.11.18
MNXR112194	R08679#1					
MNXR112195	R08679#2					
MNXR112196	R08680			rxn14351		2.3.3.-
MNXR112197	R08681			rxn14137		5.4.4.-
MNXR112198	R08682			rxn14088		1.1.1.-
MNXR112199	R08683			rxn14037		2.6.1.-
MNXR112200	R08684			rxn14155		1.14.13.-
MNXR112201	R08685			rxn14064		1.14.-.-
MNXR112202	R08686			rxn13991		4.4.1.-
MNXR112204	R08688			rxn14281		2.8.2.-
MNXR112205	R08689		RXN0-882	rxn14070		1.17.7.1
MNXR112206	R08690			rxn14188		
MNXR112207	R08691		RXN-8608	rxn14163	29511|29512|29513|29514	4.2.3.73
MNXR112208						2.4.1.33
MNXR112209	R08693					5.1.3.37
MNXR112210	R08694					4.2.2.2
MNXR112211	R08695		RXN-8422	rxn14215	27425|27426|27427|27428	4.2.3.47
MNXR112212	R08696		RXN-8574	rxn14294	27421|27422|27423|27424	4.2.3.46
MNXR112213	R08697		RXN-8617	rxn11530|rxn14080	27526|27527|27528|27529	3.1.7.6
MNXR112214	R08699			rxn01759		
MNXR112215	R08700					2.8.1.13
MNXR112216						
MNXR112217	R08702			rxn13976		1.5.3.-
MNXR112218						1.1.1.-;5.1.3.-
MNXR112220				rxn14342		5.1.3;5.1.3.-
MNXR112221	R08707			rxn14348		3.5.1.52
MNXR112222	R08708		RXN-9188	rxn14203		5.1.3.-
MNXR112223	R08709			rxn14262		1.1.1.-
MNXR112224	R08710			rxn14378		1.1.1.-
MNXR112225	R08711		RXN-9158	rxn13999		1.1.1.341;4.2.1.-
MNXR112226	R08712		RXN-9294		25516|25517|25518|25519	2.3.1.185
MNXR112227	R08713		RXN-9295	rxn14300	25520|25521|25522|25523	2.3.1.186
MNXR112228	R08714		RXN-8	rxn14077	30707|30708|30709|30710	2.6.1;2.6.1.-
MNXR112229	R08716			rxn13973		
MNXR112230	R08717					3.2.1.24
MNXR112231	R08718					3.2.1.24
MNXR112232	R08721			rxn14319		1.1.1.181
MNXR112233	R08723			rxn13980	47156|47157|47158|47159	1.1.1.181
MNXR112234	R08724			rxn14174		1.1.1.181
MNXR112235	R08725			rxn14236		1.14.13.15
MNXR112236	R08726			rxn14371		1.14.13.15
MNXR112237	R08727			rxn14303		1.14.13.100;1.14.14.29
MNXR112238	R08728			rxn14049		1.1.1.181
MNXR112239						6.2.1.3;6.2.1.7
MNXR112240	R08734		RXN-9797	rxn14311	40455|40456|40457|40458	5.1.99.4
MNXR112241	R08735					1.17.99.3
MNXR112242	R08738			rxn14212		6.2.1.7
MNXR112243	R08739		RXN-9845	rxn14274		5.1.99.4
MNXR112244	R08740					1.17.99.3
MNXR112245	R08746			rxn13956		
MNXR112246	R08747			rxn14012		2.5.1.-
MNXR112247	R08748			rxn14061		2.5.1.-
MNXR112248	R08749			rxn14333		2.5.1.-;2.5.1.31
MNXR112249	R08750			rxn14334		2.5.1.-;2.5.1.31
MNXR112250	R08751			rxn14040		2.5.1.-;2.5.1.31
MNXR112251	R08752			rxn14011		2.5.1.-;2.5.1.31
MNXR112252				rxn13957		2.5.1.-;2.5.1.31
MNXR112253	R08754		RXN-7658	rxn14142		1.3.1.-
MNXR112254	R08755		RXN-7659	rxn14094		1.3.1.-
MNXR112255	R08756		RXN-7660	rxn14261		1.3.1.-
MNXR112257	R08758					1.14.15.15
MNXR112258	R08759					1.14.15.15
MNXR112259	R08760					1.14.15.15
MNXR112260						1.14.15.15
MNXR112261	R08762			rxn14084	19161|19162|19163|19164	1.10.3.4
MNXR112262	R08763					1.10.3.4
MNXR112263	R08765			rxn14210		4.1.99.3
MNXR112264	R08768					1.14.13.-
MNXR112266						
MNXR112272	R08776					2.3.2.16
MNXR112273	R08777					2.3.2.17
MNXR112274	R08778					2.3.2.18
MNXR112275	R08779			rxn13996		2.3.2.10
MNXR112276	R08780			rxn14219		2.3.2.-
MNXR112278	R08782		RXN-2761	rxn14085	37995|37996|37997|37998	2.5.1.117
MNXR112279	R10076		RXN-13133		32895|32896|32897|32898	1.14.13.156;1.14.13.157
MNXR112280	R08785			rxn14390		1.14.13.152
MNXR112281	R08786					
MNXR112282	R08787			rxn14258		2.1.1;2.1.1.291
MNXR112283	R08788			rxn14225		2.1.1.291
MNXR112284	R08789		RXN-13806	rxn13993	12805|12806|12807|12808	2.1.1.122
MNXR112285	R08790		RXN-9314	rxn14005		1.14.21;1.14.21.-
MNXR112286	R08791		RXN-9315	rxn14200	51524|51525|51526|51527	2.1.1;2.1.1.-
MNXR112287	R08792			rxn14113		
MNXR112288						2.1.1.115
MNXR112289	R08795		RXN-8699	rxn13952		1.3.3.8
MNXR112290	R08796					
MNXR112291	R08797					
MNXR112292	R08798					
MNXR112293	R08799					
MNXR112294	R08800					
MNXR112295	R08801					
MNXR112296	R08802					
MNXR112297	R08803			rxn14387		2.1.1.-
MNXR112298	R08804		RXN-12527	rxn14199		2.1.1;2.1.1.-
MNXR112299	R08805		RXN-11220	rxn14243	35115|35116|35117|35118	2.3.1.218
MNXR112300	R08806		RXN-11221	rxn13998	22500|22501|22502|22503	2.3.1.218
MNXR112301	R08807		RXN-11223	rxn14051	35119|35120|35121|35122	2.3.1.219
MNXR112302	R08808		RXN-11224	rxn14284		2.3.1;2.3.1.217
MNXR112303	R08809		RXN-11225	rxn14400	35139|35140|35141|35142	2.3.1.219
MNXR112304	R08810		RXN-11226	rxn14065	34823|34824|34825|34826	2.3.1.217
MNXR112305	R08811					
MNXR112306	R08812					
MNXR112309	R08815			rxn14020		1.14.13.11
MNXR112311	R08817		RXN-8484	rxn14206		2.4.1;2.4.1.-
MNXR112312	R08818		RXN-8485			
MNXR112313	R08819			rxn14335		2.3.1;2.3.1.-
MNXR112314	R08820		RXN-8482			
MNXR112315	R08821		RXN-8478			
MNXR112317	R08823			rxn14211		2.3.1;2.3.1.-
MNXR112318	R08824			rxn13970		2.4.1.-
MNXR112319	R08825		RXN-8487			
MNXR112320	R08826					1.14.18.-
MNXR112321	R08827		RXN-8491			
MNXR112322	R08828		RXN-8489	rxn14223		1.10.3;1.10.3.-
MNXR112323	R08829		RXN-8490			
MNXR112325	R08831		RXN-8567			
MNXR112326	R08832		RXN-8623	rxn13968		1.10.3;1.10.3.-;1.14.18.1
MNXR112327	R08833					
MNXR112328	R08834					
MNXR112329	R08835		RXN-8486			
MNXR112330	R08837		RXN-8461			
MNXR112331	R08838		RXN-11271	rxn14134		1.14.13.-
MNXR112333	R08840			rxn14166		1.14.14.-
MNXR112334	R08841			rxn14110		1.14.14.-
MNXR112335	R08842		RXN-11539			
MNXR112336	R08843					
MNXR112337	R08844		RXN-11098	rxn14189		2.7.1.-
MNXR112338	R08845			rxn14361		2.7.7.64
MNXR112339	R08846		4.3.1.22-RXN	rxn14069	24760|24761|24762|24763	4.3.1.22
MNXR112340	R08847					
MNXR112341	R08848		RXN-14185			
MNXR112342	R08849					
MNXR112343			3.4.17.8-RXN			3.4.17.8
MNXR112344	R08851		RXN-9350		25976|25977|25978|25979	1.14.13.106
MNXR112345	R08852		RXN-9352		25980|25981|25982|25983	1.14.13.106
MNXR112346	R08853		RXN-9351		25984|25985|25986|25987	1.14.13.106
MNXR112347	R08854		RXN-9353		25988|25989|25990|25991	1.14.13.106
MNXR112348	R08855			rxn14368		6.3.5.-
MNXR112349	R08856		GLCNACPTRANS-RXN		28090|28091|28092|28093	2.7.8.33
MNXR112350						2.4.1.-
MNXR112351	R08858			rxn13955		2.4.1.-
MNXR112353	R08861					
MNXR112354	R08862					2.1.1.308
MNXR112355	R08863		RXN-9011		10808|10809|10810|10811	1.11.1.23
MNXR112356	R08864		RXN-10824		34791|34792|34793|34794	1.13.11.72
MNXR112357	R08865					
MNXR112358	R08866					
MNXR112359	R08867		RXN-10834	rxn14100	49428|49429|49430|49431	2.7.7.93
MNXR112360	R08868		RXN-10827	rxn14060		2.7.8.23
MNXR112361	R08869		RXN-10828	rxn14022		2.7.8.23
MNXR112362	R08870		RXN-10829	rxn13965	26068|26069|26070|26071	2.3.3.b
MNXR112363	R08871		RXN-10837	rxn14043		2.3.1.183
MNXR112364	R08872			rxn13979		
MNXR112365	R08873					2.1.1.326
MNXR112366	R08874					
MNXR112367	R08875					2.1.1.326
MNXR112368	R08876			rxn14181		3.1.1
MNXR112369	R08877					
MNXR112370	R08878		RXN0-7020	rxn14063	35111|35112|35113|35114	1.1.1.274;1.1.1.346
MNXR112371	R08880		RXN0-7021	rxn14148	29839|29840|29841|29842	1.1.1;1.1.1.215
MNXR112372	R08881					
MNXR112373	R08882					
MNXR112374	R08883					
MNXR112375	R08884					
MNXR112376	R08885					
MNXR112377	R08886					
MNXR112378	R08887					
MNXR112379	R08888					
MNXR112380	R08889			rxn14139	26023|26024|26025|26026	1.13.11.67
MNXR112381	R08890		RXN-13117		34147|34148|34149|34150	2.6.1.100
MNXR112382	R08891		RXN-13119		34151|34152|34153|34154	2.6.1.101
MNXR112383	R08892				33883|33884|33885|33886	1.1.1.329
MNXR112384	R08893		RXN-13221		34275|34276|34277|34278	1.1.99.38
MNXR112385	R08894		RXN-13122		33947|33948|33949|33950	2.4.1.283
MNXR112386	R08895		RXN-13123		34031|34032|34033|34034	3.5.1.112
MNXR112387	R08896		RXN-13165		34035|34036|34037|34038	1.1.3.43
MNXR112388	R08897		RXN-13146		34039|34040|34041|34042	2.6.1.93
MNXR112389	R08898		RXN-13203		34043|34044|34045|34046	2.4.2.49
MNXR112390	R08899		RXN-13204		33971|33972|33973|33974	3.1.3.88
MNXR112391	R08900		RXN-13176		33951|33952|33953|33954	2.4.1.285
MNXR112392	R08901		RXN-13177		34051|34052|34053|34054	3.5.1.113
MNXR112393	R08902		RXN-13174		34047|34048|34049|34050	1.1.3.44
MNXR112394	R08903		RXN-13175		33959|33960|33961|33962	2.6.1.95
MNXR112395	R08904		RXN-13205			5.1.3;5.1.3.-
MNXR112396	R08905					6.2.1.39
MNXR112397	R08906					6.2.1.39
MNXR112398	R08907					4.1.1.95
MNXR112399	R08908					1.14.14.13
MNXR112400	R08909					2.3.2.19
MNXR112402	R08911		RXN-13219			5.1.3
MNXR112405	R08914				24768|24769|24770|24771	1.1.1.294
MNXR112406	R08915				24772|24773|24774|24775	1.1.1.294
MNXR112407	R08916			rxn14153	25363|25364|25365|25366	1.1.1.295
MNXR112408	R08917			rxn14239	25367|25368|25369|25370	1.1.1.295
MNXR112409	R08918		RXN-9389	rxn14267	32387|32388|32389|32390	1.1.1.296
MNXR112410	R08919			rxn14363	32375|32376|32377|32378	1.1.1.297
MNXR112411	R08920		RXN-9773	rxn14282	25880|25881|25882|25883	1.13.12.15
MNXR112412	R08921		RXN-7740			1.14.15.17
MNXR112413	R08922			rxn14186	11732|11733|11734|11735	1.14.13.103
MNXR112414	R08923		1.14.13.104-RXN	rxn14129	25658|25659|25660|25661	1.14.13.104
MNXR112415	R08924					6.4.1.3
MNXR112416	R08925		RXN-9441	rxn13988	32431|32432|32433|32434	1.14.13.105
MNXR112417	R08926			rxn14044		1.1.1.107;1.1.1.122
MNXR112418	R08927					
MNXR112419	R08928					
MNXR112420	R08929					
MNXR112421	R08930					4.2.1.164
MNXR112422	R08931		RXN-12407		49144|49145|49146|49147	2.6.1.110
MNXR112423	R08932		RXN-17384		49148|49149|49150|49151	2.1.1.324
MNXR112426			RXN-5461			1.1.1.-
MNXR112427	R08936			rxn14098		2.1.3.10
MNXR112428	R08937		RXN-9778	rxn14372	25884|25885|25886|25887	2.1.3.11
MNXR112429	R08938		RXN-9382			2.3.1.183
MNXR112430	R08939		RXN-10024	rxn13860|rxn14232		2.3.1.184;2.5.1
MNXR112431	R08940		2.3.1.184-RXN	rxn14374		2.3.1.184
MNXR112432	R08941			rxn14180		3.1.6.2
MNXR112433	R08942			rxn14238		3.1.6.2
MNXR112434	R08943			rxn14164	46196|46197|46198|46199	1.14.14.29
MNXR112435	R08945			rxn14007		1.1.1.62
