M_1	M_2	M_3	M_4	M_5	M_6	M_7	M_8	M_9	M_10	M_11	M_12	M_13	M_14	M_15	M_16	M_17	M_18	M_19	M_20	M_21	M_22	M_23	M_24	M_25	M_26	M_27	M_28	M_29	M_30	M_31	M_32	M_33	M_34	M_35	M_36	M_37	M_38	M_39	M_40	M_41	M_42	M_43	M_44	M_45	M_46	M_47	M_48	M_49	M_50	M_51	M_52	M_53	M_54	M_55	M_56	M_57	M_58	M_59	M_60	M_61	M_62	M_63	M_64	M_65	M_66	M_67	M_68	M_69	M_70	M_71	M_72	M_73	M_74	M_75	M_76	M_77	M_78	M_79	M_80	M_81	M_82	M_83	M_84	M_85	M_86	M_87	M_88	M_89	M_90	M_91	M_92	M_93	M_94	M_95	M_96	M_97	M_98	M_99	M_100	M_101	M_102	M_103	M_104	M_105	M_106	M_107	M_108	M_109	M_110	M_111	M_112	M_113	M_114	M_115
78	68	55	72	56	62	72	64	91	84	81	75	78	66	72	86	82	81	87	67	67	68	81	61	58	63	70	69	60	74	95	74	57	74	63	69	68	63	83	67	60	75	70	65	73	56	87	84	65	89	69	69	67	63	72	59	66	71	71	76	72	66	72	71	74	79	65	80	63	68	67	63	72	60	81	66	66	76	68	57	71	59	48	73	67	71	79	53	80	65	60	61	74	64	55	65	69	85	75	76	73	62	103	118	113	95	77	73	75	73	86	56	73	86	80
78	68	55	72	56	62	67	64	91	86	81	75	78	66	73	86	82	90	87	63	67	63	81	61	58	62	71	69	60	73	95	74	57	75	63	69	68	63	84	70	63	72	70	65	73	53	87	84	66	89	70	71	67	67	72	59	66	71	71	76	72	57	72	71	74	79	65	77	63	68	67	63	72	60	81	66	66	76	68	57	71	61	46	72	68	71	78	53	80	65	60	61	74	66	53	66	69	87	73	76	74	62	103	116	116	95	77	74	72	71	86	56	74	86	75
81	68	55	73	56	67	75	65	91	86	81	74	80	66	73	86	82	90	87	64	67	68	81	63	58	56	69	69	60	73	95	74	49	74	63	67	68	63	83	67	61	73	70	66	75	57	85	84	65	89	70	69	67	66	72	59	75	74	71	76	72	66	67	71	74	79	65	79	64	68	66	63	72	60	84	66	63	76	68	57	71	57	48	67	68	71	79	56	80	65	61	61	74	64	55	65	64	87	76	76	73	61	103	116	115	95	77	72	75	73	86	56	72	86	79
73	70	55	72	56	62	72	64	91	84	76	75	78	66	72	86	84	91	87	67	67	68	81	62	58	63	71	69	61	73	95	74	57	75	63	69	68	63	83	70	59	73	70	66	76	65	87	84	66	89	70	70	67	67	72	59	66	71	75	76	72	66	72	71	74	79	65	78	63	68	67	63	72	60	78	66	63	76	68	57	71	57	48	73	68	71	76	58	80	65	59	62	74	65	55	66	69	85	80	76	73	61	103	116	116	95	77	74	75	73	86	56	73	88	79
78	71	55	72	54	62	69	64	91	86	81	75	80	66	72	86	82	91	87	67	67	63	81	63	58	56	69	69	61	70	95	74	57	72	63	67	68	63	83	67	61	72	70	66	73	55	87	84	65	89	70	70	67	67	72	65	66	71	71	76	72	66	72	71	74	79	65	78	63	68	67	61	71	60	81	66	63	76	68	57	70	61	47	70	68	71	78	53	80	65	60	62	74	66	53	65	69	85	75	76	73	61	105	116	116	95	77	74	72	73	82	56	72	88	79
78	67	55	73	57	67	67	64	91	86	81	75	78	67	72	86	82	90	76	64	66	68	81	62	58	63	69	69	60	70	95	74	55	74	63	67	68	59	83	69	60	72	70	66	75	55	87	84	66	89	70	71	67	66	72	59	70	71	71	76	72	66	72	71	74	79	65	77	64	65	67	63	71	60	81	66	66	74	68	57	71	57	36	72	68	71	78	53	80	65	54	62	74	66	55	66	69	85	80	76	74	61	103	116	116	95	77	73	75	71	86	56	72	88	74
80	68	55	73	56	62	66	64	91	84	81	75	80	64	73	86	79	89	87	64	67	68	81	62	58	63	70	69	61	73	95	74	57	75	63	72	68	63	83	67	59	73	70	65	76	58	87	84	66	89	70	71	67	67	71	59	70	71	75	76	72	66	72	62	74	79	65	80	63	69	67	63	72	60	81	66	66	76	68	57	71	57	48	71	68	71	78	52	80	65	60	62	74	64	55	65	69	87	78	76	73	61	103	118	116	95	77	74	72	73	82	56	72	86	79
78	70	55	73	56	67	67	64	91	84	81	75	80	67	72	86	82	89	87	64	66	62	81	61	58	56	71	69	61	73	95	74	55	74	63	69	68	63	83	67	62	72	70	65	73	52	87	84	65	89	70	69	67	63	72	59	70	71	71	76	72	63	72	71	74	78	65	75	61	68	69	63	72	60	81	66	63	77	68	57	69	57	49	73	68	71	79	55	76	65	60	61	74	64	54	65	69	85	80	76	73	62	103	118	116	96	77	74	75	73	82	56	72	86	79
74	68	55	71	57	64	67	64	91	86	81	75	80	67	72	86	84	91	87	67	67	68	81	62	58	63	70	70	60	73	95	74	55	74	63	70	68	63	83	67	58	72	70	59	73	56	87	84	66	89	70	68	67	67	72	59	66	71	75	76	73	66	72	71	74	79	65	80	63	68	67	63	71	60	81	66	66	74	68	57	71	57	48	72	68	71	79	53	76	65	60	62	74	66	53	65	69	87	80	76	73	62	105	116	115	95	77	74	75	71	86	56	73	86	79
78	70	56	72	56	62	69	64	91	84	81	75	80	66	73	86	84	89	87	58	66	68	81	61	58	63	71	69	60	73	95	74	57	74	63	67	68	63	77	69	51	72	65	66	73	55	87	83	60	87	70	71	67	56	72	59	70	72	71	76	72	66	72	71	74	79	65	80	64	68	67	63	71	60	81	66	66	77	68	57	71	57	46	72	68	71	78	55	80	65	60	61	74	62	53	65	69	87	80	76	73	61	103	116	116	95	77	73	75	73	86	56	73	88	80
78	67	55	73	54	62	67	62	91	84	76	75	78	67	72	86	84	91	87	67	64	68	81	63	56	56	71	70	60	71	95	74	57	74	63	67	68	62	83	69	58	72	70	65	73	55	87	84	62	89	60	68	67	67	72	59	70	71	75	77	73	66	72	72	74	79	65	80	63	68	67	61	72	60	81	66	66	77	68	57	71	57	45	73	68	71	80	56	80	65	59	62	74	64	55	62	69	85	80	76	73	62	103	116	116	96	77	73	75	71	86	56	73	88	79
78	58	55	72	56	62	67	64	91	84	81	75	78	67	72	86	82	89	87	64	66	68	81	63	58	63	69	69	61	73	95	74	55	74	68	69	68	63	83	69	58	75	70	65	73	56	87	77	66	89	70	69	67	67	72	59	70	71	75	76	73	66	72	71	74	79	65	78	64	68	67	61	71	60	78	66	63	76	68	57	71	57	50	73	68	71	79	56	80	65	59	63	74	64	55	66	69	87	80	76	73	61	105	116	116	96	77	74	72	71	82	56	72	86	79
78	70	55	72	56	62	67	64	91	86	76	75	80	67	72	86	84	89	87	67	67	68	79	65	58	63	71	69	60	70	95	76	57	75	63	69	68	63	75	67	62	72	70	66	76	56	87	84	66	89	70	71	67	63	72	59	70	71	71	76	72	66	72	71	74	79	65	80	63	68	67	63	72	55	81	66	63	77	68	57	71	57	48	72	68	71	79	52	80	65	59	62	74	65	53	66	69	85	75	76	73	61	103	116	112	95	77	73	75	73	82	56	72	86	79
78	68	55	73	56	62	72	64	91	86	81	75	80	67	73	86	79	90	87	67	67	68	81	61	58	56	71	69	52	73	95	74	55	74	67	72	68	63	83	69	59	72	70	65	73	57	87	84	62	89	69	71	67	67	72	59	66	71	75	76	69	66	72	71	74	79	63	76	64	68	67	63	72	60	81	66	64	77	68	57	71	57	48	71	67	71	79	52	80	65	59	61	74	64	55	62	61	85	76	76	73	61	105	116	113	95	74	73	75	71	82	56	72	86	79
78	70	55	73	56	67	67	61	91	86	81	75	78	67	73	86	82	91	87	67	66	68	71	62	58	63	71	69	60	73	95	74	57	74	63	70	68	63	83	69	60	72	70	65	75	56	87	84	62	89	70	71	67	67	72	59	70	71	71	76	73	66	72	71	74	78	65	77	62	68	67	61	72	60	81	66	63	76	68	57	71	61	46	73	71	71	78	55	80	65	60	62	74	64	55	65	69	85	76	76	73	61	105	116	115	95	77	73	75	73	82	56	73	88	79
78	68	52	71	54	62	72	64	91	86	81	75	78	67	72	86	84	90	87	67	67	68	79	63	57	63	69	69	60	73	95	74	56	74	63	71	68	63	81	67	58	74	70	66	73	57	87	84	66	89	70	71	67	63	72	59	70	71	75	76	72	66	72	71	74	79	65	77	63	67	67	63	72	60	81	66	66	77	68	57	71	61	48	73	68	71	78	55	80	65	62	62	74	64	55	65	69	87	80	76	74	61	103	116	104	95	77	73	75	73	86	56	73	86	80
75	70	55	72	54	62	67	64	91	86	76	75	78	66	73	86	82	89	87	67	67	68	75	63	58	56	71	69	61	75	95	74	57	75	63	69	68	63	83	67	59	72	70	65	73	57	87	81	66	89	70	67	67	63	71	59	70	55	73	76	72	66	72	71	74	79	65	80	64	68	68	61	72	60	81	66	63	74	68	57	71	61	46	72	68	71	79	53	80	65	60	61	74	64	55	62	69	85	76	76	74	61	105	116	117	95	77	74	75	69	86	56	74	86	80
74	70	55	73	54	64	72	64	91	86	81	75	78	66	81	86	82	90	87	67	66	68	81	61	58	58	69	69	59	73	95	74	57	74	66	72	68	63	83	67	60	73	70	65	69	53	87	84	65	89	70	69	67	63	72	59	70	71	71	76	72	66	67	71	74	79	65	78	63	68	67	63	72	60	81	66	63	77	67	57	71	57	48	70	68	71	79	53	80	65	60	62	74	64	53	62	66	85	75	76	73	61	103	116	116	95	77	74	75	71	82	56	72	86	80
78	68	56	60	56	67	72	63	91	86	81	75	78	67	73	86	82	91	87	67	67	68	81	63	58	63	70	69	60	70	95	74	57	74	63	72	68	63	81	67	59	75	64	66	76	56	87	84	65	89	70	70	67	67	72	59	66	71	71	76	72	66	72	71	74	79	65	77	63	68	67	63	71	60	81	66	63	77	68	57	71	61	48	69	68	71	79	53	80	65	60	61	74	66	55	68	69	87	80	76	74	61	105	116	116	98	77	74	75	71	86	52	73	86	79
78	70	55	72	56	67	67	64	91	86	81	75	78	66	73	86	82	89	87	63	67	68	81	63	58	63	71	69	59	73	95	74	55	74	63	69	68	63	83	67	60	75	70	65	76	55	87	84	65	89	70	70	67	67	72	59	66	71	71	76	72	66	72	71	74	79	65	71	62	68	68	63	72	60	81	66	74	77	68	57	71	61	48	73	68	71	79	56	80	65	56	61	74	65	53	62	65	85	76	76	73	61	105	116	116	95	77	74	72	73	86	56	72	88	79
78	70	55	73	55	67	67	64	91	84	81	75	78	66	72	86	84	90	87	64	66	68	79	61	58	63	71	69	61	73	95	74	57	74	60	71	68	63	83	67	58	75	70	65	73	55	87	84	66	89	70	69	67	66	72	59	70	71	71	79	72	66	72	71	64	78	65	77	63	68	67	63	71	55	81	66	66	76	68	57	71	59	47	71	68	71	79	51	80	65	58	61	74	65	55	65	69	85	80	76	73	61	105	116	116	96	77	74	72	73	82	56	73	88	79
78	69	55	71	56	62	69	63	91	88	81	75	80	66	73	84	79	91	87	64	66	66	81	63	58	65	70	69	61	71	95	74	55	74	63	69	68	63	83	69	57	72	70	65	76	55	87	84	66	89	77	71	67	66	72	59	66	71	71	76	72	66	72	71	74	79	65	77	63	68	64	63	72	60	81	66	63	77	68	57	71	57	47	67	68	71	78	52	80	65	62	67	74	64	55	67	69	85	80	73	74	62	105	116	112	95	77	74	72	73	86	56	73	88	79
78	68	55	73	54	67	67	64	91	86	81	75	78	59	72	86	79	91	87	59	67	68	79	61	58	56	71	69	57	73	95	74	57	75	69	68	67	63	83	70	60	73	70	65	76	56	87	84	66	89	70	69	67	63	72	59	70	71	75	80	72	66	72	71	74	79	65	77	63	68	64	63	72	60	81	66	66	77	68	57	71	57	48	72	68	71	78	52	80	65	60	62	74	66	54	65	69	87	80	76	73	62	105	116	115	95	77	73	75	73	86	51	74	86	79
78	70	55	69	56	62	72	64	91	86	81	75	78	66	72	86	82	91	87	63	61	68	81	63	52	63	70	68	60	73	95	74	57	75	63	72	68	63	83	67	61	72	70	66	73	56	81	84	66	89	70	71	67	56	72	59	66	71	71	77	73	66	72	71	74	78	65	77	63	68	67	61	72	60	81	66	63	76	68	57	71	61	46	72	68	66	79	56	80	65	60	61	74	64	55	66	69	85	80	76	73	61	105	116	116	95	77	73	71	73	86	56	73	86	80
80	70	55	72	56	62	69	64	91	86	81	75	80	66	73	86	82	89	87	67	67	68	79	63	58	63	70	69	61	73	95	74	57	74	63	72	68	63	83	67	57	72	67	67	73	56	87	75	65	89	70	71	66	67	72	59	70	71	73	76	73	66	72	71	74	79	65	81	63	68	67	64	72	60	81	66	66	74	68	57	71	57	48	66	68	71	79	56	80	65	59	61	74	66	53	65	69	87	76	76	69	61	105	116	115	96	77	74	75	73	86	56	73	86	79
75	70	55	73	56	62	72	64	91	86	81	75	78	66	73	86	84	91	87	67	67	68	79	63	58	56	70	69	61	72	95	74	57	74	63	68	68	63	81	69	59	73	70	65	73	58	87	84	65	89	70	68	67	67	72	59	70	71	71	76	73	66	72	71	74	78	65	80	63	68	64	61	72	60	76	66	63	77	68	57	71	61	48	73	68	67	80	53	80	63	59	63	74	64	55	62	69	85	80	76	73	62	112	116	116	95	77	74	72	73	82	56	73	86	79
80	68	55	72	55	67	74	64	91	86	81	75	78	66	72	86	82	91	87	67	67	68	75	62	58	56	69	69	57	71	99	74	54	75	69	67	68	63	83	67	62	72	70	65	73	56	87	84	65	89	70	71	67	63	73	59	66	71	71	76	72	66	72	71	74	79	65	78	64	68	67	63	71	58	81	66	66	79	68	57	71	57	46	71	68	67	79	53	80	65	59	61	74	64	50	62	66	87	80	76	73	61	103	116	116	95	77	74	75	75	86	56	72	86	79
68	70	55	72	56	62	67	64	91	84	81	75	80	67	73	86	84	89	87	67	67	68	81	61	58	63	71	69	60	75	87	74	57	74	71	69	68	63	83	69	58	75	67	65	73	58	87	84	66	89	70	71	66	67	72	59	70	71	75	76	72	66	72	71	74	78	65	77	63	68	64	61	72	60	81	66	63	75	68	57	71	57	48	72	68	71	79	55	80	65	60	61	74	64	55	65	64	87	80	76	74	61	103	116	116	95	77	74	75	71	86	56	73	86	79
75	71	55	72	55	62	68	64	91	84	81	75	78	66	72	86	82	89	87	60	67	68	81	61	58	63	71	69	59	75	95	76	57	74	63	68	67	63	83	70	57	72	70	63	75	56	87	84	65	89	70	69	66	67	72	56	64	72	72	76	73	66	72	71	74	79	63	80	62	68	67	64	71	60	81	66	66	79	68	57	71	61	48	70	68	71	79	53	80	65	56	62	70	64	51	64	64	87	76	76	73	61	105	116	115	96	77	73	72	73	86	56	72	86	80
78	65	55	72	56	62	72	63	91	86	81	75	78	59	72	86	79	90	87	67	66	68	81	61	58	63	70	69	59	73	95	74	57	74	69	69	68	63	83	67	57	72	70	65	73	56	87	84	66	89	70	71	67	63	72	59	66	75	75	76	72	66	72	71	74	78	65	80	62	68	67	63	72	60	82	66	63	76	55	57	71	57	46	73	68	71	78	53	80	65	59	62	74	66	55	65	69	87	78	76	73	62	103	116	116	96	77	73	72	73	86	56	73	86	75
72	70	55	72	56	67	72	64	91	86	76	75	81	67	73	86	82	91	87	67	67	68	81	63	58	63	71	69	61	69	95	74	55	74	61	68	68	63	81	70	57	75	70	65	76	56	87	84	66	89	76	71	67	63	72	59	70	68	75	76	73	66	72	71	74	79	65	77	64	68	67	63	72	60	81	66	63	76	68	57	71	61	48	73	68	71	79	53	80	65	61	61	74	66	54	65	69	85	80	76	73	61	103	116	116	95	77	74	75	73	86	56	72	86	79
78	71	55	73	56	62	72	64	91	84	81	75	80	67	72	70	84	89	87	67	67	68	81	61	58	63	70	69	58	72	95	74	55	75	63	69	67	63	83	69	59	72	70	65	76	57	87	84	65	89	70	69	67	67	71	59	69	71	71	76	73	63	72	71	74	79	65	76	64	67	67	61	72	60	81	66	66	77	68	57	71	57	48	73	68	71	78	54	80	65	60	61	74	66	55	65	69	85	80	77	73	62	103	116	117	95	77	74	75	73	86	56	72	88	80
78	70	55	72	56	62	69	64	92	84	81	75	78	66	72	86	82	89	87	67	67	68	81	63	58	63	65	69	61	73	95	74	53	75	63	67	68	56	83	69	58	72	70	66	76	55	87	84	66	89	70	71	66	67	72	59	66	71	71	76	72	66	72	71	74	79	65	77	63	68	67	63	72	60	81	65	66	77	68	57	71	61	46	71	68	71	79	56	80	65	56	62	74	64	55	65	69	85	78	76	73	60	103	116	115	95	77	72	72	71	82	56	73	86	79
80	70	55	73	54	62	69	64	91	86	81	75	80	66	73	86	80	89	76	64	67	68	80	63	58	56	71	69	60	73	95	74	48	75	63	72	68	63	83	69	59	73	70	65	73	56	85	84	66	89	70	69	67	63	72	59	70	71	73	76	73	66	72	71	74	79	65	80	64	68	67	61	72	60	81	66	64	76	68	57	70	57	49	68	68	71	79	54	80	65	58	61	74	66	54	62	66	80	76	76	73	61	103	116	115	95	77	74	75	73	82	56	73	86	79
75	68	56	72	56	67	72	64	91	86	81	75	80	66	73	86	79	99	87	62	66	68	81	61	58	56	69	69	61	72	95	74	57	75	63	70	68	63	77	67	58	72	70	66	73	54	81	84	66	89	70	71	67	67	72	59	66	71	79	76	73	66	72	71	74	78	65	80	64	65	62	63	72	60	81	66	66	77	68	57	71	61	50	72	68	71	79	53	80	65	59	61	74	66	55	66	69	87	80	76	73	62	103	116	116	96	77	73	72	73	86	56	73	86	79
75	70	55	72	56	67	72	64	91	84	76	75	80	67	72	86	82	90	87	65	66	68	79	62	58	63	70	69	61	75	95	74	55	74	60	72	68	63	83	67	57	75	70	65	76	56	87	84	66	89	70	71	67	66	72	59	70	74	71	77	72	66	72	71	74	79	65	77	64	68	69	63	72	60	81	66	63	79	68	57	71	61	48	72	64	71	80	52	80	65	56	61	74	64	55	66	64	85	76	76	74	61	103	118	116	95	77	74	75	71	86	56	73	86	80
75	68	55	72	54	62	67	64	91	84	81	75	80	66	73	86	78	100	75	64	66	68	81	65	58	63	71	69	61	73	95	74	55	74	63	69	68	63	84	69	59	75	70	66	76	57	87	82	62	89	70	71	67	67	72	59	66	71	71	77	72	66	72	71	74	79	65	78	63	68	67	61	71	60	81	66	66	77	68	57	71	61	48	70	68	71	78	55	80	65	60	61	74	65	49	65	66	85	80	76	74	62	105	116	116	96	77	73	75	71	86	56	73	86	80
78	68	55	73	56	67	67	64	91	81	76	75	78	66	73	85	79	91	75	64	67	68	81	63	58	63	69	69	61	73	95	72	57	74	63	70	68	63	83	69	60	75	70	66	73	55	87	84	65	89	70	69	67	67	72	59	66	71	71	76	72	66	72	71	75	79	65	78	63	68	69	61	71	60	81	66	66	77	68	57	71	57	46	73	68	71	80	55	80	65	60	67	74	64	55	65	69	87	80	76	73	62	103	116	116	95	80	73	75	73	86	56	73	86	79
77	70	55	72	54	67	67	64	91	84	81	75	78	66	73	86	79	91	87	64	67	68	81	63	57	56	70	69	61	70	95	74	57	74	63	75	68	63	83	69	60	75	70	66	76	56	87	84	62	89	70	69	67	63	71	59	66	71	75	76	72	66	72	71	74	79	65	80	64	68	69	61	71	60	81	66	66	79	68	57	71	57	46	70	68	71	78	56	80	65	51	62	74	65	55	62	64	85	76	76	67	61	103	116	116	95	77	72	72	71	82	56	72	86	80
78	58	55	73	56	62	72	64	92	86	81	75	78	66	72	86	82	91	87	67	67	63	81	63	58	63	69	69	61	73	95	74	55	74	63	67	68	63	83	70	57	73	70	65	73	57	87	84	65	89	70	71	67	67	72	59	70	71	71	76	73	66	72	71	74	79	65	77	63	69	69	63	71	60	81	66	63	76	68	57	71	57	47	72	68	71	79	56	80	65	61	61	74	65	53	65	64	87	78	76	73	61	105	116	116	95	77	74	75	73	86	56	72	86	80
78	68	55	73	56	67	72	64	91	86	81	75	78	67	73	82	84	91	87	67	66	68	79	62	58	63	71	69	61	73	95	74	57	75	55	69	68	63	83	69	58	72	70	65	73	58	87	84	66	89	70	70	67	63	72	59	70	71	71	76	73	66	72	71	74	79	65	77	64	68	67	63	71	60	81	66	66	79	68	57	71	61	50	73	68	71	79	55	80	65	60	67	74	64	54	62	68	85	80	76	74	61	105	116	116	95	77	74	75	73	82	56	76	86	79
80	68	52	69	58	67	75	64	91	84	76	75	78	66	73	86	82	89	87	67	66	68	81	61	58	59	71	69	61	73	95	74	57	75	63	71	68	63	83	69	58	73	70	66	73	56	87	84	65	89	70	69	67	63	72	48	66	71	71	76	72	66	72	71	74	79	65	78	63	68	64	61	72	60	81	66	66	77	68	57	71	57	48	72	68	71	78	52	80	65	57	61	74	66	53	62	69	87	78	76	73	61	103	116	115	96	77	74	75	73	86	56	73	86	80
80	71	55	73	54	62	68	64	91	84	81	75	78	67	72	86	82	91	87	67	67	68	80	61	58	63	71	69	61	75	95	74	57	75	63	64	68	63	83	67	59	73	70	70	76	56	87	84	66	89	70	69	67	67	72	59	70	71	71	76	72	66	72	71	74	79	65	80	63	68	67	63	72	60	81	66	66	77	68	57	69	57	46	67	68	71	79	53	80	65	60	67	74	64	54	62	64	87	73	76	73	61	105	116	116	95	77	74	72	73	86	56	72	86	79
78	66	52	73	56	62	67	64	91	86	81	75	78	66	72	86	82	91	87	67	66	68	81	63	58	63	70	69	61	73	95	74	57	74	63	69	68	63	83	69	62	72	70	65	76	56	89	84	66	89	70	70	67	63	72	59	66	71	71	76	69	66	72	71	74	79	65	77	62	68	67	63	72	58	81	66	63	72	68	57	71	61	48	72	71	71	79	56	80	65	60	62	74	66	55	65	69	87	78	76	73	61	103	116	116	96	77	73	72	73	82	56	73	86	79
78	68	55	73	57	62	67	64	91	84	81	75	78	67	72	86	82	91	87	59	67	68	81	63	58	63	69	67	60	74	95	74	57	75	66	68	68	61	83	67	60	72	70	65	73	58	87	84	62	89	70	71	67	67	71	59	66	71	71	76	72	66	72	71	74	79	65	80	63	68	68	58	72	60	81	66	63	77	68	57	71	61	48	73	68	71	78	53	80	65	59	61	74	64	55	65	69	85	78	76	73	62	103	116	116	95	83	73	72	73	86	56	72	86	74
80	67	55	72	58	67	72	64	91	86	81	73	80	66	67	86	79	91	87	62	67	68	81	61	58	56	70	70	61	73	95	74	57	74	69	72	68	63	83	67	57	72	70	65	73	58	87	84	62	89	70	70	67	67	72	59	70	71	75	76	73	66	72	71	74	78	65	78	62	68	67	63	72	60	79	66	66	74	68	57	71	59	46	73	68	71	78	52	80	65	60	61	74	66	55	64	69	85	75	76	73	61	105	116	117	95	77	74	70	75	86	56	73	88	80
